Title,Description,Address,Price,Feature,Date_Info
Brand New Mini Flat,Brand New Mini Flat/Flat Apartment FOR Rent,Royal Palmwill Estates Badore Ajah Lagos,"₦ 1,700,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 11 Apr 2026"
Newly Built 1 Bedroom Apartment,Newly Built 1 Bedroom Apartment/Flat Apartment FOR Rent,Gaduwa Estate Gaduwa Abuja,"₦ 3,000,000/year",1 Beds 2 Baths,"Updated 23 Jun 2026, Added 09 May 2026"
Spacious 2 Bedroom Flat In Salem Ikate Lekki,Spacious 2 Bedroom Flat In Salem Ikate Lekki/Flat Apartment FOR Rent,Salem Ilasan Lekki Lagos,"₦ 8,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 08 Jun 2026"
Newly Built 4 Bedroom Detached Triplex With Bq/ac,Newly Built 4 Bedroom Detached Triplex With Bq/ac/House FOR SALE,"Kolapo Ishola Gra, Akobo Ibadan Oyo","₦ 250,000,000",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 07 Feb 2026"
Service 3bedroom Flat In An Eatate In Agungi,Service 3bedroom Flat In An Eatate In Agungi/Flat Apartment FOR Rent,An Estate In Agungi Agungi Lekki Lagos,"₦ 8,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 09 Jun 2026"
Luxury 2 Bedroom Apartment,Luxury 2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Phase 1 Lekki Lagos,"₦ 4,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 20 May 2026"
3 Bedroom Apartment With Bq,3 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 20,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 13 Mar 2026"
Well Maintained 2 Bedroom Apartment,Well Maintained 2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 10,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 17 Apr 2026"
Serviced 4 Bedroom Penthouse On 3 Floors With 1 Room Bq,Serviced 4 Bedroom Penthouse On 3 Floors With 1 Room Bq/Flat Apartment FOR Rent,Lekki Right Ikate Lekki Lagos,"₦ 20,000,000",4 Beds 5 Baths,"Updated 23 Jun 2026, Added 10 Jun 2026"
Furnished 2 Bedroom Apartment,Furnished 2 Bedroom Apartment/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 25,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 22 Feb 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Chevy View Estate Lekki Chevron Lekki Lagos,"₦ 5,000,000/year",,"Updated 23 Jun 2026, Added 18 Mar 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Ologolo Lekki Ologolo Lekki Lagos,"₦ 10,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 18 Mar 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Gracefield Royal Pine Estate Orchid Lekki Lagos,"₦ 5,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 27 Apr 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 8,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 12 Mar 2026"
Standard 2 Bedroom Flat,Standard 2 Bedroom Flat/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 10,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 06 Apr 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 3,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 07 Apr 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Ikate Lekki Ikate Lekki Lagos,"₦ 11,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 10 Apr 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Spg Road Igbo Efon Igbo Efon Lekki Lagos,"₦ 6,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
Service 2 Bedroom Flat,Service 2 Bedroom Flat/Flat Apartment FOR Rent,"Agungi Estate, Agungi Lekki Lagos","₦ 5,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 26 Mar 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 4,500,000/year",,"Updated 23 Jun 2026, Added 01 Apr 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 6,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 09 Mar 2026"
Standard 3 Bedroom Flat With Bq,Standard 3 Bedroom Flat With Bq/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 16,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 09 Feb 2026"
Standard 2 Bedroom Flat,Standard 2 Bedroom Flat/Flat Apartment FOR Rent,"Horizon 1, Ikate Lekki Lagos","₦ 120,000,000",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 12 Feb 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,New Road/igbo Efon Lekki Igbo Efon Lekki Lagos,"₦ 3,000,000/year",,"Updated 23 Jun 2026, Added 20 Feb 2026"
Distress 6units Of 4 Bedroom Terrace Duplex With Bq,Distress 6units Of 4 Bedroom Terrace Duplex With Bq/House FOR SALE,Linder Chucker Crescent Close To Minister's House Asokoro Abuja,"₦ 2,200,000,000",,"Updated 21 Jun 2026, Added 03 Oct 2025"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Spg Road Off Ologolo Ologolo Lekki Lagos,"₦ 7,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 20 Feb 2026"
Standard Mini Flat,Standard Mini Flat/Flat Apartment FOR Rent,Chevy View Estate Lekki Lagos,"₦ 3,500,000/year",,"Updated 23 Jun 2026, Added 06 Nov 2025"
Standard Room Self Contained,Standard Room Self Contained/Flat Apartment FOR Rent,Igbo Efon Lekki Lagos,"₦ 2,000,000/year",,"Updated 23 Jun 2026, Added 13 Nov 2025"
Furnished Studio Apartment,Furnished Studio Apartment/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 850,000/month",,"Updated 23 Jun 2026, Added 19 Nov 2025"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Chevy View Estate Lekki Chevron Lekki Lagos,"₦ 2,200,000/year",,"Updated 23 Jun 2026, Added 07 Dec 2025"
Furnished Room In Shared Apartment,Furnished Room In Shared Apartment/Flat Apartment FOR Rent,Chevron Alternative Lekki Lagos,"₦ 1,700,000/year",,"Updated 23 Jun 2026, Added 07 Oct 2025"
Master Bedroom In A Shared Apartment,Master Bedroom In A Shared Apartment/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 3,500,000/year",,"Updated 23 Jun 2026, Added 10 Oct 2025"
Furnished Studio Apartment,Furnished Studio Apartment/Flat Apartment FOR Rent,Victoria Crest 4 Estate Orchid Lekki Lagos,"₦ 3,000,000/year",,"Updated 23 Jun 2026, Added 23 Oct 2025"
A Room In A Shared Apartment,A Room In A Shared Apartment/Flat Apartment FOR Rent,"Cluster 1 Estate, Ikota Lekki Lagos","₦ 1,600,000/year",,"Updated 23 Jun 2026, Added 15 Aug 2025"
Furnished Studio Apartment,Furnished Studio Apartment/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 850,000/month",,"Updated 23 Jun 2026, Added 17 Sep 2025"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Igbo Efon Lekki Igbo Efon Lekki Lagos,"₦ 3,000,000/year",,"Updated 23 Jun 2026, Added 28 Dec 2025"
2bedroom Apartment,2bedroom Apartment/Flat / Apartment FOR RENT,Ikate Lekki Lagos,"₦ 9,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 06 Jun 2026"
Furnished Studio Apartment,Furnished Studio Apartment/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 5,000,000/year",,"Updated 23 Jun 2026, Added 10 Jan 2026"
Brand New 2bedroom Flat Apartment,Brand New 2bedroom Flat Apartment/Flat Apartment FOR Rent,Idado/agungi Estate Lekki Agungi Lekki Lagos,"₦ 7,000,000",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 04 Jun 2026"
Standard 2bedroom Flat Apartment,Standard 2bedroom Flat Apartment/Flat Apartment FOR Rent,Atlantic View Estate Igbo Efon Lekki Igbo Efon Lekki Lagos,"₦ 6,500,000",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 05 Jun 2026"
Standard 3bedroom Flat Apartment,Standard 3bedroom Flat Apartment/Flat Apartment FOR Rent,Agungi Estate Lekki Agungi Lekki Lagos,"₦ 7,000,000",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 09 Jun 2026"
Newly Built 2bedroom Flat Apartment,Newly Built 2bedroom Flat Apartment/Flat Apartment FOR Rent,"Atlantic View Estate, New Road Lekki Igbo Efon Lekki Lagos","₦ 5,000,000",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 28 May 2026"
Brand New Standard Mini Flat Apartment,Brand New Standard Mini Flat Apartment/Flat Apartment FOR Rent,"Igbo Efon, Atlantic View Estate Lekki Igbo Efon Lekki Lagos","₦ 4,000,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 28 May 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,"Gwarinpa Main, Abuja Gwarinpa Abuja","₦ 10,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 24 Mar 2026"
"Large Single Room With 20hrs Powr, Close To Road","Large Single Room With 20hrs Powr, Close To Road/Flat Apartment FOR Rent",Secured Eatate Orchid Lekki Lagos,"₦ 1,800,000/year",,"Updated 23 Jun 2026, Added 02 Jun 2026"
"Spacious Studio With Private Kitchen, 20hrs Powr","Spacious Studio With Private Kitchen, 20hrs Powr/Flat Apartment FOR Rent",Orchid Lekki Lagos,"₦ 3,500,000/year",1 Beds,"Updated 23 Jun 2026, Added 02 Jun 2026"
4bedroom Semi Detached Duplex For Rent,4bedroom Semi Detached Duplex For Rent/House FOR RENT,Ikota Gra Ikota Lekki Lagos,"₦ 15,000,000/year",4 Beds 4 Baths,"Updated 22 Jun 2026, Added 04 Jun 2026"
Spacious Single Room Upstairs,Spacious Single Room Upstairs/Flat Apartment FOR Rent,Oral Estate Lekki Lagos,"₦ 2,000,000/year",,"Updated 23 Jun 2026, Added 02 Jun 2026"
"Extra Large Master With 20hrs Powr, Balcony","Extra Large Master With 20hrs Powr, Balcony/Flat Apartment FOR Rent",Orchid Lekki Lagos,"₦ 3,500,000/year",,"Updated 23 Jun 2026, Added 02 Jun 2026"
Extra Large Miniflat (master Bed And Separate Palor),Extra Large Miniflat (master Bed And Separate Palor)/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 3,500,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 02 Jun 2026"
Extra Large Master Studio For 9 Months With Balcony,Extra Large Master Studio For 9 Months With Balcony/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 2,600,000/year",,"Updated 23 Jun 2026, Added 02 Jun 2026"
Large Single Room Upstairs,Large Single Room Upstairs/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 2,000,000/year",1 Beds,"Updated 23 Jun 2026, Added 02 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,"Sunny Villa Estate, Ado Roundabout Ado Ajah Lagos","₦ 1,500,000/year",,"Updated 23 Jun 2026, Added 19 Aug 2025"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,"Unity Estate, Badore Ajah Lagos","₦ 1,000,000",,"Updated 23 Jun 2026, Added 22 Sep 2025"
New Mini Flat,New Mini Flat/Flat Apartment FOR Rent,"Unity Estate, Badore Ajah Lagos","₦ 1,500,000/year",,"Updated 23 Jun 2026, Added 22 Sep 2025"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Remlek Estate Badore Ajah Lagos,"₦ 2,000,000/year",,"Updated 23 Jun 2026, Added 06 Oct 2025"
Room In A Shared Apartment,Room In A Shared Apartment/Flat Apartment FOR Rent,Dockville Estate Badore Ajah Lagos,"₦ 900,000/year",,"Updated 23 Jun 2026, Added 14 Oct 2025"
Room Self Contained,Room Self Contained/Flat Apartment FOR Rent,Main Gwarinpa Abuja,"₦ 1,700,000/year",1 Baths,"Updated 23 Jun 2026, Added 09 Dec 2025"
3 Bedroom Apartment,3 Bedroom Apartment/Flat / Apartment FOR RENT,Oniru Victoria Island Lagos,"₦ 35,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 07 Mar 2026"
Top Notch 2 Bedroom Apartment,Top Notch 2 Bedroom Apartment/Flat Apartment FOR Rent,Chevron Lekki Lagos,"₦ 7,000,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 19 Feb 2026"
Serviced 2 Bedroom Apartment,Serviced 2 Bedroom Apartment/Flat Apartment FOR Rent,Admiralty Road Lekki Lagos,"₦ 25,000,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 16 Feb 2026"
Mini Flat Apartment,Mini Flat Apartment/Flat Apartment FOR Rent,Unity Estate Badore Ajah Lagos,"₦ 1,300,000/year",,"Updated 23 Jun 2026, Added 02 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Rockstone Estate Badore Ajah Lagos,"₦ 1,600,000/year",,"Updated 23 Jun 2026, Added 22 Apr 2026"
Lovely Newly Built Mini Flat,Lovely Newly Built Mini Flat/Flat Apartment FOR Rent,"Off Oriola Street, Alapere Kosofe Ikosi Lagos","₦ 2,200,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 11 Mar 2026"
Executive Spacious Mini Flat,Executive Spacious Mini Flat/Flat Apartment FOR Rent,Ogudu Orike Ogudu Lagos,"₦ 2,500,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 10 Jun 2026"
One Room Shared Apartment,One Room Shared Apartment/Flat Apartment FOR Rent,Peace Estate Badore Ajah Lagos,"₦ 650,000/year",,"Updated 23 Jun 2026, Added 13 Aug 2025"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Unity Badore Ajah Lagos,"₦ 1,500,000/year",,"Updated 23 Jun 2026, Added 20 Jan 2026"
Luxury Self Contained In A Shared Apartment,Luxury Self Contained In A Shared Apartment/Flat Apartment FOR Rent,Seaside Badore Ajah Lagos,"₦ 800,000/year",,"Updated 23 Jun 2026, Added 30 Jan 2026"
Luxury 5 Bedroom Fully Detached Duplex With Bq,Luxury 5 Bedroom Fully Detached Duplex With Bq/House FOR SALE,Thomas Estate Ajah Lagos,"₦ 260,000,000",5 Beds,"Updated 22 Jun 2026, Added 23 Apr 2026"
Room Self Contained In A Shared Apartment,Room Self Contained In A Shared Apartment/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 1,300,000/year",,"Updated 23 Jun 2026, Added 01 Feb 2026"
Room Self Contained In A Shared Apartment,Room Self Contained In A Shared Apartment/Flat Apartment FOR Rent,Seaside Badore Ajah Lagos,"₦ 850,000/year",,"Updated 23 Jun 2026, Added 02 Feb 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Nike Art Gallery Ikate Lekki Lagos,"₦ 6,000,000/year",2 Beds,"Updated 23 Jun 2026, Added 15 Jan 2026"
Parlour Space,Parlour Space/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 1,300,000/year",,"Updated 23 Jun 2026, Added 20 Sep 2025"
Luxurious Mini Flat,Luxurious Mini Flat/Flat Apartment FOR Rent,"Orchid Road, Lekki Phase 2 Lekki Lagos","₦ 4,000,000/year",,"Updated 23 Jun 2026, Added 16 Jan 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 16,000,000/year",3 Beds,"Updated 23 Jun 2026, Added 15 Jan 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,"By Friends Colony, Osapa London Lekki Lagos","₦ 8,500,000/year",,"Updated 23 Jun 2026, Added 15 Aug 2025"
16 Units Of Brand New 2 Bedroom Flat,16 Units Of Brand New 2 Bedroom Flat/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 14,000,000/year",,"Updated 23 Jun 2026, Added 21 Aug 2025"
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/Flat Apartment FOR Rent,Chevron Lekki Lagos,"₦ 12,000,000/year",4 Beds,"Updated 23 Jun 2026, Added 23 Mar 2026"
Room And Palour Self Contained,Room And Palour Self Contained/Flat Apartment FOR Rent,"Hsrris Drive, Vgc Lekki Lagos","₦ 4,500,000/year",,"Updated 23 Jun 2026, Added 23 Mar 2026"
Fully Serviced 3 & 4 Bedroom Penthouse,Fully Serviced 3 & 4 Bedroom Penthouse/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 25,000,000/year",,"Updated 23 Jun 2026, Added 17 Mar 2026"
2bedroom Apartment,2bedroom Apartment/Flat / Apartment FOR RENT,Ikate Lekki Lagos,"₦ 9,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 06 Jun 2026"
Furnished 1 Bedroom Apartment,Furnished 1 Bedroom Apartment/Flat Apartment FOR Rent,"Off Admiralty Road, Lekki Lagos","₦ 12,000,000/year",1 Beds,"Updated 23 Jun 2026, Added 19 Mar 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Maplewood Estate New Oko Oba Agege Lagos,"₦ 5,000,000/year",2 Beds,"Updated 23 Jun 2026, Added 19 Mar 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Omole Phase 2 Lagos Omole Phase 2 Ojodu Lagos,"₦ 5,000,000/year",2 Beds,"Updated 23 Jun 2026, Added 24 Mar 2026"
Newly Built 3 Bedroom Apartment,Newly Built 3 Bedroom Apartment/Flat Apartment FOR Rent,Thomas Estate Ajah Thomas Estate Ajah Lagos,"₦ 5,500,000/year",,"Updated 23 Jun 2026, Added 18 Mar 2026"
Three Bedroom Apartment,Three Bedroom Apartment/Flat Apartment FOR Rent,Seaside Estate Badore Ajah Lagos,"₦ 3,500,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 12 Jun 2026"
Large Single Room In A Shared Apartment,Large Single Room In A Shared Apartment/Flat Apartment FOR Rent,Chevron Lekki Lagos,"₦ 1,600,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 03 Apr 2026"
Luxury Furnished 2 Bedroom Flat,Luxury Furnished 2 Bedroom Flat/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 35,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 03 Apr 2026"
Shared Apartment,Shared Apartment/Flat Apartment FOR Rent,Mega Estate Badore Ajah Lagos,"₦ 800,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 09 Jun 2026"
Specious 2 Bedroom Apartment,Specious 2 Bedroom Apartment/Flat Apartment FOR Rent,"Seaside Estate, Badore Ajah Lagos","₦ 2,500,000/year",,"Updated 23 Jun 2026, Added 25 Feb 2026"
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR RENT,Orchid Lekki Lagos,"₦ 8,000,000/year",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 26 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 3,000,000/year",,"Updated 23 Jun 2026, Added 17 Apr 2026"
One Room Shared Apartment,One Room Shared Apartment/Flat Apartment FOR Rent,Seaside Estate Badore Ajah Lagos,"₦ 800,000/year",,"Updated 23 Jun 2026, Added 15 Apr 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Seaside Estate Badore Ajah Lagos,"₦ 2,000,000/year",,"Updated 23 Jun 2026, Added 15 Apr 2026"
New 2 Bedroom Flat,New 2 Bedroom Flat/Flat Apartment FOR Rent,Rockstone Estate Badore Ajah Lagos,"₦ 3,000,000/year",,"Updated 23 Jun 2026, Added 17 Apr 2026"
Specious 3 Bedroom Apartment,Specious 3 Bedroom Apartment/Flat Apartment FOR Rent,Unity Estate Badore Ajah Lagos,"₦ 3,500,000/year",,"Updated 23 Jun 2026, Added 23 May 2026"
Relatively New 2 Bedroom Apartment,Relatively New 2 Bedroom Apartment/Flat Apartment FOR Rent,Oke Ira Ogba Lagos,"₦ 3,500,000/year",,"Updated 23 Jun 2026, Added 26 Feb 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Off Admiralty Lekki Phase 1 Lekki Lagos,"₦ 8,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
Single Room,Single Room/Flat Apartment FOR Rent,Lekki Conservation Centre Lekki Lagos,"₦ 2,500,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
"Extra Large Master Upstairs,20hrs Powr","Extra Large Master Upstairs,20hrs Powr/Flat Apartment FOR Rent",Abraham Adesanya Estate Ajah Lagos,"₦ 1,300,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
Studio,Studio/Flat Apartment FOR Rent,Royal Pine Close To Express Orchid Lekki Lagos,"₦ 210,000/month",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
Studio,Studio/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 750,000/month",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
Premium 3 Bedroom Furnished Apartment (ocean View),Premium 3 Bedroom Furnished Apartment (ocean View)/Flat / Apartment FOR RENT,Eko Atlantic City Victoria Island Lagos,"₦ 84,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 16 Jun 2026"
Clean 2 Bedroom Apartment,Clean 2 Bedroom Apartment/Flat Apartment FOR Rent,"Seaside Estate, Badore Ajah Lagos","₦ 2,500,000/year",,"Updated 23 Jun 2026, Added 19 Jan 2026"
Room In A Shared Apartment,Room In A Shared Apartment/Flat Apartment FOR Rent,Opposite Chevron Lekki Conservation Centre Lekki Lagos,"₦ 2,500,000/year",,"Updated 23 Jun 2026, Added 13 Feb 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Remlek Estate Badore Ajah Lagos,"₦ 2,500,000/year",,"Updated 23 Jun 2026, Added 06 Feb 2026"
Studio Room Apartment,Studio Room Apartment/Flat Apartment FOR Rent,Ikota Lekki Lagos,"₦ 2,000,000/year",,"Updated 23 Jun 2026, Added 06 Feb 2026"
1 Room In A Shared Apartment,1 Room In A Shared Apartment/Flat Apartment FOR Rent,"Diamond Bricks Home, Orchid Lekki Lagos","₦ 2,000,000/year",,"Updated 23 Jun 2026, Added 19 Feb 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 3,600,000/year",,"Updated 23 Jun 2026, Added 24 Feb 2026"
Spacious Shared Apartment,Spacious Shared Apartment/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 900,000/year",,"Updated 23 Jun 2026, Added 27 Mar 2026"
Luxury Room Downstairs,Luxury Room Downstairs/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 1,000,000/year",,"Updated 23 Jun 2026, Added 11 Apr 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Ikota Gra Lekki Lagos,"₦ 2,500,000/year",1 Beds,"Updated 23 Jun 2026, Added 23 Apr 2026"
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR RENT,Ikate Lekki Lagos,"₦ 18,000,000/year",4 Beds 4 Baths,"Updated 22 Jun 2026, Added 11 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 3,600,000/year",,"Updated 23 Jun 2026, Added 07 Apr 2026"
Room Self Contained,Room Self Contained/Flat Apartment FOR Rent,Remlek Badore Ajah Lagos,"₦ 1,000,000/year",,"Updated 23 Jun 2026, Added 12 Mar 2026"
Luxurious Studio Apartment,Luxurious Studio Apartment/Flat Apartment FOR Rent,Ikota Lekki Lagos,"₦ 2,600,000/year",,"Updated 23 Jun 2026, Added 23 Mar 2026"
Classic 3 Bedroom Apartment With Bq,Classic 3 Bedroom Apartment With Bq/Flat Apartment FOR Rent,"Eleganzer Estates, Lekki Lagos","₦ 10,000,000/year",,"Updated 23 Jun 2026, Added 28 Oct 2025"
Master Bedroom Studio Apartment Upstairs,Master Bedroom Studio Apartment Upstairs/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 3,800,000/year",,"Updated 23 Jun 2026, Added 02 Dec 2025"
A Standard Roomself Contain,A Standard Roomself Contain/Flat Apartment FOR Rent,"Off Pedro Road, Ladilak, Lagos Shomolu Lagos","₦ 800,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 27 May 2026"
Standard Studio Apartment,Standard Studio Apartment/Flat Apartment FOR Rent,Lekki Conservation Centre Lekki Lagos,"₦ 2,800,000/year",,"Updated 23 Jun 2026, Added 26 Feb 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Asokoro Abuja,"₦ 8,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 30 Apr 2026"
Standard 3 Bedroom Flat,Standard 3 Bedroom Flat/Flat Apartment FOR Rent,"Marshy Hill Estates Akins Ado Road, Ado Road Ajah Lagos","₦ 3,000,000/year",,"Updated 23 Jun 2026, Added 22 May 2026"
Clean And Spacious Miniflat,Clean And Spacious Miniflat/Flat Apartment FOR Rent,Ado Road Ajah Lagos,"₦ 2,000,000",1 Beds 2 Baths,"Updated 23 Jun 2026, Added 22 Jun 2026"
Massive 2 Bedroom Flat,Massive 2 Bedroom Flat/Flat Apartment FOR Rent,Onipanu Shomolu Lagos Onipanu Shomolu Lagos,"₦ 3,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 22 Jun 2026"
